SampleID,Species,Location,Date,Latitude,Longitude,Elevation,SampleName,Datum,Population
CCA4821,Eucalyptus crebra,"Fitzroy Development Rd, near Flora Range, Queensland.",NA,-21.9922222222222,148.559722222222,NA,NA,WGS84,NA
CCA4877,Eucalyptus fastigata,NSW,NA,-36.0313888888889,149.531111111111,NA,NA,WGS84,NA
CCA4913,Eucalyptus alba var. australasica,"Near Blyth River on Ramingining to Maningrida road, Northern Territory.",NA,-12.3761111111111,134.662222222222,NA,NA,WGS84,NA
CCA4939,Eucalyptus botryoides,"Jerrawangala Lookout, Jerrawangala National Park, New South Wales.",NA,-35.1027777777778,150.407222222222,NA,NA,WGS84,NA
CCA4957,Eucalyptus camaldulensis subsp. camaldulensis,"Gum Flat, just east of Minlaton on Stansbury road, Yorke Peninsula, South Australia.",NA,-34.7833333333333,137.6,NA,NA,WGS84,NA
CCA4960,Eucalyptus patens,"Just off Great Eastern Highway, between The Lakes and Mundaring, Western Australia.",NA,-31.8908333333333,116.249166666667,NA,NA,WGS84,NA
CCA5060,Eucalyptus viminalis subsp. viminalis,"Mt Kapultar summit, Mount Kapultar National Park, New South Wales.",NA,-30.2741666666667,150.164722222222,NA,NA,WGS84,NA
CCA5180,Eucalyptus dives,"Junction of Grassy Gully Track and Blackwood Ranges Track, Victoria.",NA,-37.5677777777778,144.366944444444,NA,NA,WGS84,NA
CCA5319,Eucalyptus haemastoma,"Cambell Drv, Munmorah State Conservation Area, New South Wales.",NA,-33.1841666666667,151.613333333333,NA,NA,WGS84,NA
CCA5408,Eucalyptus chartaboma,"Flinders Highway, Queensland.",NA,-20.6069444444444,145.33,NA,NA,WGS84,NA
CCA5430,Eucalyptus camaldulensis subsp. minima,"Yunta Creek, ca. 2 km S of Yunta on Spring Dam road, South Australia.",NA,-32.5922222222222,139.568333333333,NA,NA,WGS84,NA
CCA5558,Eucalyptus lirata,"Track from Gibb River Road to new Mount Elizabeth Homestead, WA",NA,-16.4783333333333,126.203055555556,NA,NA,WGS84,NA
CCA5568,Eucalyptus microcodon,"Daves Creek track, Lamington National Park, Queensland.",NA,-28.2333333333333,153.3,NA,NA,WGS84,NA
CCA5597,Eucalyptus regnans,"Between Apollo Bay and Maits Rest on Great Ocean Road, Victoria.",NA,-38.7588888888889,143.5975,NA,NA,WGS84,NA
CCA5615,Corymbia ficifolia,"Boulder Hill, S of Manypeaks, Western Australia.",NA,-34.9377777777778,118.198055555556,NA,NA,WGS84,NA
CCA5616,Corymbia ficifolia,"Boulder Hill, S of Manypeaks, Western Australia.",NA,-34.9377777777778,118.198055555556,NA,NA,WGS84,NA
CCA5918,Eucalyptus baxteri,"Lilly Pilly car park, Wilsons Promontory National Park, Victoria.",NA,-39.0222222222222,146.321666666667,NA,NA,WGS84,NA
CCA5922,Eucalyptus guilfoylei,"Between Walpole and Mt Frankland, N of Walpole, Western Australia.",NA,-34.9105555555556,116.688888888889,NA,NA,WGS84,NA
CCA5926,Corymbia tessellaris,NA,NA,NA,NA,NA,NA,WGS84,NA
CCA5946,Eucalyptus pauciflora subsp. parvifructa,"Mt William summit, Grampians National Park, Victoria.",NA,-37.2952777777778,142.6025,NA,NA,WGS84,NA
CCA5976,Eucalyptus marginata subsp. marginata,"Jilakin Rock picnic area, E of Kulin, Western Australia.",NA,-32.6647222222222,118.325833333333,NA,NA,WGS84,NA
CCA6033,Eucalyptus cosmophylla,"Frith Rd, north-east of Clarendon, South Australia.",NA,-35.095,138.649722222222,NA,NA,WGS84,NA
CCA6041,Eucalyptus jucunda,"Road to Nature's Window, Kalbarri National Park, Western Australia.",NA,-27.6261111111111,114.364722222222,NA,NA,WGS84,NA
CCA6869,Eucalyptus melliodora x E. sideroxylon,"East of Goolgowi, Mid Western Highway, NSW",NA,-33.9177777777778,145.943055555556,NA,NA,WGS84,NA
CCA6870,Eucalyptus melliodora x E. sideroxylon,"East of Goolgowi, Mid Western Highway, NSW",NA,-33.9177777777778,145.943055555556,NA,NA,WGS84,NA
CCA6871,Eucalyptus melliodora x E. sideroxylon,"East of Goolgowi, Mid Western Highway, NSW",NA,-33.9177777777778,145.943055555556,NA,NA,WGS84,NA
EmelCSIRO,NA,NA,NA,NA,NA,NA,NA,WGS84,NA
EB510,Eucalyptus porosa,Torrens Gorge,NA,-34.85926,138.73598,NA,EB510,WGS84,NA
EB515,Eucalyptus odorata,Callington,NA,-35.0961,138.9629,NA,EB515,WGS84,NA
EB519,Eucalyptus leucoxylon,Spring Gully CP,NA,-33.912544,138.60479,NA,EB519,WGS84,NA
EB521,Eucalyptus odorata,Betaloo,NA,-33.187045,138.2587,NA,EB521,WGS84,NA
EB522,Eucalyptus leucoxylon,Betaloo,NA,-33.20288,138.25193,NA,EB522,WGS84,NA
EB523,Eucalyptus odorata,Pitchi Ritchi Pass,NA,-32.44503,137.9782,NA,EB523,WGS84,NA
EB524,Eucalyptus leucoxylon,Pitchi Ritchi Pass,NA,-32.3824,137.98374,NA,EB524,WGS84,NA
EB525,Eucalyptus porosa,Dutchmans Stern CP,NA,-32.29882,137.9858,NA,EB525,WGS84,NA
EB526,Eucalyptus albens,Melrose,NA,-32.8229,138.1843,NA,EB526,WGS84,NA
EB527,Eucalyptus microcarpa,Melrose,NA,-32.8229,138.1843,NA,EB527,WGS84,NA
EB528,Eucalyptus leucoxylon,Mount Remarkable,NA,-32.725607,138.081843,NA,EB528,WGS84,NA
EB529,Eucalyptus microcarpa,Mount Remarkable,NA,-32.725607,138.081843,NA,EB529,WGS84,NA
EB530,Eucalyptus albens,Melrose,NA,-32.85,138.18006,NA,EB530,WGS84,NA
EB531,Eucalyptus porosa,Port Germaine Gorge,NA,-32.987021,138.06658,NA,EB531,WGS84,NA
EB534,Eucalyptus microcarpa,Norton Summit,NA,-35.90853,138.7042,NA,EB534,WGS84,NA
EB535,Eucalyptus porosa,Rockleigh,NA,-34.94037,139.0772,NA,EB535,WGS84,NA
EB536,Eucalyptus leucoxylon,Mount Torrens,NA,-34.88304,138.9809,NA,EB536,WGS84,NA
ENE0001,Eucalyptus sp. aff. magnificata,HRF1,2017-11-22T00:00:00Z,-29.84968,152.00146,NA,ENE0001,WGS84,NA
ENE0005,Eucalyptus melliodora,HRF1,2017-11-22T00:00:00Z,-29.85121,152.00075,NA,ENE0005,WGS84,NA
ENE0008,Eucalyptus sp. aff. magnificata,HRF1,2017-11-22T00:00:00Z,-29.85109,152.0009,NA,ENE0008,WGS84,NA
ENE0009,Eucalyptus conica,HRF1,2017-11-22T00:00:00Z,-29.85126,152.00015,NA,ENE0009,WGS84,NA
ENE0010,Eucalyptus sp. aff. magnificata,HRF1,2017-11-22T00:00:00Z,-29.85105,151.99956,NA,ENE0010,WGS84,NA
ENE0011,Eucalyptus sp. aff. magnificata,HRF1,2017-11-22T00:00:00Z,-29.85126,151.99948,NA,ENE0011,WGS84,NA
ENE0014,Eucalyptus melliodora,HRF1,2017-11-22T00:00:00Z,-29.84946,152.00108,NA,ENE0014,WGS84,NA
ENE0015,Eucalyptus melliodora,HRF1,2017-11-22T00:00:00Z,-29.84945,152.00114,NA,ENE0015,WGS84,NA
ENE0023,Eucalyptus sp. aff. magnificata,HRF1,2017-11-22T00:00:00Z,-29.84896,152.0058,NA,ENE0023,WGS84,NA
ENE0024,Eucalyptus melliodora,Waterfall Way 2,2017-11-24T00:00:00Z,-30.5176,151.97227,NA,ENE0024,WGS84,NA
ENE0026,Eucalyptus melliodora,Waterfall Way 2,2017-11-24T00:00:00Z,-30.51734,151.97252,NA,ENE0026,WGS84,NA
ENE0028,Eucalyptus melliodora,Waterfall Way 2,2017-11-24T00:00:00Z,-30.5173,151.97264,NA,ENE0028,WGS84,NA
ENE0030,Eucalyptus sp. aff. magnificata,Waterfall Way 2,2017-11-24T00:00:00Z,-30.51709,151.97293,NA,ENE0030,WGS84,NA
ENE0031,Eucalyptus sp. aff. magnificata,Waterfall Way 2,2017-11-24T00:00:00Z,-30.517,151.97298,NA,ENE0031,WGS84,NA
ENE0032,Eucalyptus sp. aff. magnificata,Waterfall Way 2,2017-11-24T00:00:00Z,-30.51712,151.97308,NA,ENE0032,WGS84,NA
ENE0033,Eucalyptus sp. aff. magnificata,Waterfall Way 2,2017-11-24T00:00:00Z,-30.51688,151.97357,NA,ENE0033,WGS84,NA
ENE0034,Eucalyptus sp. aff. magnificata,Waterfall Way 2,2017-11-24T00:00:00Z,-30.51691,151.9735,NA,ENE0034,WGS84,NA
ENE0036,Eucalyptus conica,Wollomombi Falls Lookout,2017-11-24T00:00:00Z,-30.53189,152.03299,NA,ENE0036,WGS84,NA
ENE0038,Eucalyptus conica,Wollomombi Falls Lookout,2017-11-24T00:00:00Z,-30.53132,152.03278,NA,ENE0038,WGS84,NA
ENE0040,Eucalyptus conica,Wollomombi Falls Lookout,2017-11-24T00:00:00Z,-30.53132,152.03148,NA,ENE0040,WGS84,NA
ENE0042,Eucalyptus conica,Kempsey road gravel depot,2017-11-24T00:00:00Z,-30.52496,152.07028,NA,ENE0042,WGS84,NA
ENE0044,Eucalyptus conica,Kempsey road gravel depot,2017-11-24T00:00:00Z,-30.52445,152.07028,NA,ENE0044,WGS84,NA
J345b,Eucalyptus albens,"Mullion, Mountain Creek Rd.",2015-11-20T00:00:00Z,-35.07022,148.83685,NA,J345b,WGS84,NA
J345c,Eucalyptus albens,"Mullion, Mountain Creek Rd.",2015-11-20T00:00:00Z,-35.07022,148.83685,NA,J345c,WGS84,NA
J359f,Eucalyptus sideroxylon,"Ingalba Nature Reserve, Hwy 94",2015-11-21T00:00:00Z,-34.47594,147.40941,NA,J359f,WGS84,NA
J377f,Eucalyptus albens,Suggan Buggan,2016-01-25T00:00:00Z,-36.96985,148.30525,NA,J377f,WGS84,NA
J382,Eucalyptus albens,Swifts Creek,2016-01-27T00:00:00Z,-37.21575,147.71677,NA,J382,WGS84,NA
J395a,Eucalyptus albens,"Powers Rd, Woodstock on Loddon",2016-01-31T00:00:00Z,-36.76884,144.07336,NA,J395a,WGS84,NA
J401i,Eucalyptus sideroxylon,"Torreyburn Rd, Yarrowyck",2016-04-05T00:00:00Z,-30.44023,151.25069,NA,J401i,WGS84,NA
J413b,Eucalyptus albens,Boggabri - private land,2016-06-16T00:00:00Z,-30.70737,150.09621,NA,J413b,WGS84,NA
J413d,Eucalyptus albens,Boggabri - private land,2016-06-16T00:00:00Z,-30.70737,150.09621,NA,J413d,WGS84,NA
J413e,Eucalyptus albens,Boggabri - private land,2016-06-16T00:00:00Z,-30.70737,150.09621,NA,J413e,WGS84,NA
J413g,Eucalyptus albens,Boggabri - private land,2016-06-16T00:00:00Z,-30.70737,150.09621,NA,J413g,WGS84,NA
J413h,Eucalyptus albens,Boggabri - private land,2016-06-16T00:00:00Z,-30.70737,150.09621,NA,J413h,WGS84,NA
J413i,Eucalyptus albens,Boggabri - private land,2016-06-16T00:00:00Z,-30.70737,150.09621,NA,J413i,WGS84,NA
J414d,Eucalyptus albens,Narrabri,2016-06-16T00:00:00Z,-30.49283,149.94203,NA,J414d,WGS84,NA
J418d,Eucalyptus sideroxylon,The Pilliga,2016-06-17T00:00:00Z,-31.05012,149.23013,NA,J418d,WGS84,NA
J421a,Eucalyptus sideroxylon,Narromine,2016-06-23T00:00:00Z,-32.36597,148.23103,NA,J421a,WGS84,NA
J421c,Eucalyptus sideroxylon,Narromine,2016-06-23T00:00:00Z,-32.36597,148.23103,NA,J421c,WGS84,NA
J421d,Eucalyptus sideroxylon,Narromine,2016-06-23T00:00:00Z,-32.36597,148.23103,NA,J421d,WGS84,NA
J421e,Eucalyptus sideroxylon,Narromine,2016-06-23T00:00:00Z,-32.36597,148.23103,NA,J421e,WGS84,NA
J421f,Eucalyptus sideroxylon,Narromine,2016-06-23T00:00:00Z,-32.36597,148.23103,NA,J421f,WGS84,NA
J421g,Eucalyptus sideroxylon,Narromine,2016-06-23T00:00:00Z,-32.36597,148.23103,NA,J421g,WGS84,NA
J421h,Eucalyptus sideroxylon,Narromine,2016-06-23T00:00:00Z,-32.36597,148.23103,NA,J421h,WGS84,NA
J421i,Eucalyptus sideroxylon,Narromine,2016-06-23T00:00:00Z,-32.36597,148.23103,NA,J421i,WGS84,NA
J422b,Eucalyptus sideroxylon,Dubbo,2016-06-24T00:00:00Z,-32.22311,148.66797,NA,J422b,WGS84,NA
J422d,Eucalyptus sideroxylon,Dubbo,2016-06-24T00:00:00Z,-32.22311,148.66797,NA,J422d,WGS84,NA
J422h,Eucalyptus sideroxylon,Dubbo,2016-06-24T00:00:00Z,-32.22311,148.66797,NA,J422h,WGS84,NA
J422i,Eucalyptus sideroxylon,Dubbo,2016-06-24T00:00:00Z,-32.22311,148.66797,NA,J422i,WGS84,NA
J424h,Eucalyptus albens,Ardglen,2016-06-24T00:00:00Z,-31.71111,150.6998,NA,J424h,WGS84,NA
J424i,Eucalyptus albens,Ardglen,2016-06-24T00:00:00Z,-31.71111,150.6998,NA,J424i,WGS84,NA
J426e,Eucalyptus albens,Bundarra,2016-07-09T00:00:00Z,-30.30846,151.20667,NA,J426e,WGS84,NA
J433i,Eucalyptus sideroxylon,Glendon,2016-07-10T00:00:00Z,-28.17577,151.6577,NA,J433i,WGS84,NA
TLC724,Eucalyptus conica,Dundee,NA,-29.60560603,151.868071,1037.9375,TLC724,WGS84,NA
TLC732,Eucalyptus magnificata,Hillgrove,NA,-30.575079,151.903794,979,TLC732,WGS84,NA
TLC734,Eucalyptus magnificata,Hillgrove,NA,-30.55260301,151.896692,972,TLC734,WGS84,NA
TLC738-1,Eucalyptus sp. aff. magnificata,Cheadle Mtn,NA,-30.85471898,151.858673,1054.764404,TLC738-1,WGS84,NA
TLC739,Eucalyptus sp. aff. magnificata,Cheadle Mtn,NA,-30.85471798,151.858588,1055.253906,TLC739,WGS84,NA
TLC750,Eucalyptus magnificata,Enmore,NA,-30.71997302,151.72217,984,TLC750,WGS84,NA
TLC757,Eucalyptus magnificata,Enmore,NA,-30.71907003,151.721817,981.434265,TLC757,WGS84,NA
TLC758,Eucalyptus magnificata,Enmore,NA,-30.71955401,151.722795,977,TLC758,WGS84,NA
TLC760,Eucalyptus magnificata,Metz Gorge,NA,-30.57490801,151.884066,985,TLC760,WGS84,NA
TLC761,Eucalyptus magnificata,Metz Gorge,NA,-30.57479996,151.884278,990,TLC761,WGS84,NA
TLC764,Eucalyptus magnificata,Metz Gorge,NA,-30.57433502,151.885239,977,TLC764,WGS84,NA
TLC807,Eucalyptus magnificata,Hillgrove,NA,-30.57603898,151.90429,986,TLC807,WGS84,NA
TLC827,Eucalyptus magnificata,Long Point,NA,-30.61447897,151.940761,1001,TLC827,WGS84,NA
TLC830,Eucalyptus magnificata,Long Point,NA,-30.61620296,151.938109,994,TLC830,WGS84,NA
TLC831,Eucalyptus magnificata,Long Point,NA,-30.61607497,151.938129,996,TLC831,WGS84,NA
TLC908,Eucalyptus sp. aff. magnificata,Cheadle Mtn,NA,-30.86045003,151.891704,1048,TLC908,WGS84,NA
TLC909,Eucalyptus sp. aff. magnificata,Cheadle Mtn,NA,-30.86056503,151.891859,1049,TLC909,WGS84,NA
TLC914,Eucalyptus sp. aff. magnificata,Cheyenne Station,NA,-30.81462398,151.859377,1008,TLC914,WGS84,NA
TLC915,Eucalyptus sp. aff. magnificata,Cheyenne Station,NA,-30.81471702,151.859337,1008,TLC915,WGS84,NA
TLC922-1,Eucalyptus sp. aff. magnificata,Wollomombi,NA,-30.56833701,152.04948,1004,TLC922-1,WGS84,NA
TLC922-2,Eucalyptus sp. aff. magnificata,Wollomombi,NA,-30.56833701,152.04948,1004,TLC922-2,WGS84,NA
TLC922-3,Eucalyptus sp. aff. magnificata,Wollomombi,NA,-30.56833701,152.04948,1004,TLC922-3,WGS84,NA
TLC922-4,Eucalyptus sp. aff. magnificata,Wollomombi,NA,-30.56833701,152.04948,1004,TLC922-4,WGS84,NA
TLC922-5,Eucalyptus sp. aff. magnificata,Wollomombi,NA,-30.56833701,152.04948,1004,TLC922-5,WGS84,NA
TLC946,Eucalyptus sp. aff. magnificata,Henry River Falls,NA,-29.84949804,152.001091,975,TLC946,WGS84,NA
TLC947,Eucalyptus sp. aff. magnificata,Henry River Falls,NA,-29.84955001,152.001463,969,TLC947,WGS84,NA
TLC948,Eucalyptus sp. aff. magnificata,Henry River Falls,NA,-29.84698003,152.010428,951,TLC948,WGS84,NA
TLC949,Eucalyptus sp. aff. magnificata,Henry River Falls,NA,-29.845609,152.012508,923,TLC949,WGS84,NA
TLC950,Eucalyptus sp. aff. magnificata,Henry River Falls,NA,-29.84570699,152.011747,930,TLC950,WGS84,NA
TLC952-1,Eucalyptus sp. aff. magnificata,Yarraford Rd,NA,-29.62114801,151.783008,1062,TLC952-1,WGS84,NA
TLC952-2,Eucalyptus sp. aff. magnificata,Yarraford Rd,NA,-29.62114801,151.783008,1062,TLC952-2,WGS84,NA
TLC952-3,Eucalyptus sp. aff. magnificata,Yarraford Rd,NA,-29.62114801,151.783008,1062,TLC952-3,WGS84,NA
TLC952-4,Eucalyptus sp. aff. magnificata,Yarraford Rd,NA,-29.62114801,151.783008,1062,TLC952-4,WGS84,NA
TLC952-5,Eucalyptus sp. aff. magnificata,Yarraford Rd,NA,-29.62114801,151.783008,1062,TLC952-5,WGS84,NA
TLC953C,Eucalyptus sp. aff. magnificata,Terralto,NA,-30.83146197,151.821772,1094,TLC953C,WGS84,NA
TLC953E,Eucalyptus sp. aff. magnificata,Terralto,NA,-30.83146197,151.821772,1094,TLC953E,WGS84,NA
TLC963A,Eucalyptus sp. aff. magnificata,Terralto,NA,-30.83926,151.83008,1136,TLC963A,WGS84,NA
TLC963C,Eucalyptus sp. aff. magnificata,Terralto,NA,-30.83926,151.83008,1136,TLC963C,WGS84,NA
GH1,Eucalyptus unknown,NA,NA,NA,NA,NA,GH1,WGS84,NA
GH2,Eucalyptus unknown,NA,NA,NA,NA,NA,GH2,WGS84,NA
J293,Eucalyptus albens,"Keepit, Old Menedebri Rd",2015-09-29T00:00:00Z,-30.8942,150.66708,NA,J293,WGS84,NA
J295,Eucalyptus albens,"Keepit, Somerton Main Rd",2015-09-29T00:00:00Z,-30.89198,150.6728,NA,J295,WGS84,NA
J300,Eucalyptus sideroxylon,"Gum Flat, Copeton Dam Rd",2015-09-30T00:00:00Z,-29.80812,150.91918,NA,J300,WGS84,NA
J302,Eucalyptus albens,"Sawn Rocks, Kilarney Gap Rd",2015-09-30T00:00:00Z,-30.14391,150.05293,NA,J302,WGS84,NA
J304,Eucalyptus albens,"Sawn Rocks, Kilarney Gap Rd",2015-09-30T00:00:00Z,-30.14391,150.05293,NA,J304,WGS84,NA
J312,Eucalyptus sideroxylon,"Pilliga, Newell Hwy",2015-09-30T00:00:00Z,-30.60224,149.58173,NA,J312,WGS84,NA
J341a,Eucalyptus albens,"Yellow Dam, Emmaville Rd",2015-11-05T00:00:00Z,-29.40223,151.41655,NA,J341a,WGS84,NA
J341b,Eucalyptus albens,"Yellow Dam, Emmaville Rd",2015-11-05T00:00:00Z,-29.40223,151.41655,NA,J341b,WGS84,NA
J341c,Eucalyptus albens,"Yellow Dam, Emmaville Rd",2015-11-05T00:00:00Z,-29.40223,151.41655,NA,J341c,WGS84,NA
J341d,Eucalyptus albens,"Yellow Dam, Emmaville Rd",2015-11-05T00:00:00Z,-29.40223,151.41655,NA,J341d,WGS84,NA
J342a,Eucalyptus sideroxylon,"Yellow Dam, Emmaville Rd",2015-11-05T00:00:00Z,-29.39087,151.39279,NA,J342a,WGS84,NA
J342b,Eucalyptus sideroxylon,"Yellow Dam, Emmaville Rd",2015-11-05T00:00:00Z,-29.39087,151.39279,NA,J342b,WGS84,NA
J342c,Eucalyptus sideroxylon,"Yellow Dam, Emmaville Rd",2015-11-05T00:00:00Z,-29.39087,151.39279,NA,J342c,WGS84,NA
J342d,Eucalyptus sideroxylon,"Yellow Dam, Emmaville Rd",2015-11-05T00:00:00Z,-29.39087,151.39279,NA,J342d,WGS84,NA
J345a,Eucalyptus albens,"Mullion, Mountain Creek Rd.",2015-11-20T00:00:00Z,-35.07022,148.83685,NA,J345a,WGS84,NA
J345d,Eucalyptus albens,"Mullion, Mountain Creek Rd.",2015-11-20T00:00:00Z,-35.07022,148.83685,NA,J345d,WGS84,NA
J349a,Eucalyptus albens,"Wee Jasper, Wee Jasper Rd.",2015-11-20T00:00:00Z,-35.24369,148.2968,NA,J349a,WGS84,NA
J349b,Eucalyptus albens,"Wee Jasper, Wee Jasper Rd.",2015-11-20T00:00:00Z,-35.24369,148.2968,NA,J349b,WGS84,NA
J349d,Eucalyptus albens,"Wee Jasper, Wee Jasper Rd.",2015-11-20T00:00:00Z,-35.24369,148.2968,NA,J349d,WGS84,NA
J349e,Eucalyptus albens,"Wee Jasper, Wee Jasper Rd.",2015-11-20T00:00:00Z,-35.24369,148.2968,NA,J349e,WGS84,NA
J349f,Eucalyptus albens,"Wee Jasper, Wee Jasper Rd.",2015-11-20T00:00:00Z,-35.24369,148.2968,NA,J349f,WGS84,NA
J349g,Eucalyptus albens,"Wee Jasper, Wee Jasper Rd.",2015-11-20T00:00:00Z,-35.24369,148.2968,NA,J349g,WGS84,NA
J349h,Eucalyptus albens,"Wee Jasper, Wee Jasper Rd.",2015-11-20T00:00:00Z,-35.24369,148.2968,NA,J349h,WGS84,NA
J349i,Eucalyptus albens,"Wee Jasper, Wee Jasper Rd.",2015-11-20T00:00:00Z,-35.24369,148.2968,NA,J349i,WGS84,NA
J349j,Eucalyptus albens,"Wee Jasper, Wee Jasper Rd.",2015-11-20T00:00:00Z,-35.24369,148.2968,NA,J349j,WGS84,NA
J350a,Eucalyptus albens,"Tarcutta, Mates Gully Rd.",2015-11-20T00:00:00Z,-35.2456,147.68083,NA,J350a,WGS84,NA
J350b,Eucalyptus albens,"Tarcutta, Mates Gully Rd.",2015-11-20T00:00:00Z,-35.2456,147.68083,NA,J350b,WGS84,NA
J350c,Eucalyptus albens,"Tarcutta, Mates Gully Rd.",2015-11-20T00:00:00Z,-35.2456,147.68083,NA,J350c,WGS84,NA
J350d,Eucalyptus albens,"Tarcutta, Mates Gully Rd.",2015-11-20T00:00:00Z,-35.2456,147.68083,NA,J350d,WGS84,NA
J350e,Eucalyptus albens,"Tarcutta, Mates Gully Rd.",2015-11-20T00:00:00Z,-35.2456,147.68083,NA,J350e,WGS84,NA
J350f,Eucalyptus albens,"Tarcutta, Mates Gully Rd.",2015-11-20T00:00:00Z,-35.2456,147.68083,NA,J350f,WGS84,NA
J350g,Eucalyptus albens,"Tarcutta, Mates Gully Rd.",2015-11-20T00:00:00Z,-35.2456,147.68083,NA,J350g,WGS84,NA
J350h,Eucalyptus albens,"Tarcutta, Mates Gully Rd.",2015-11-20T00:00:00Z,-35.2456,147.68083,NA,J350h,WGS84,NA
J350i,Eucalyptus albens,"Tarcutta, Mates Gully Rd.",2015-11-20T00:00:00Z,-35.2456,147.68083,NA,J350i,WGS84,NA
J352,Eucalyptus sideroxylon,"Tarcutta, Mates Gully Rd.",2015-11-20T00:00:00Z,-35.25665,147.68486,NA,J352,WGS84,NA
J352a,Eucalyptus sideroxylon,"Tarcutta, Mates Gully Rd.",2015-11-20T00:00:00Z,-35.25665,147.68486,NA,J352a,WGS84,NA
J352b,Eucalyptus sideroxylon,"Tarcutta, Mates Gully Rd.",2015-11-20T00:00:00Z,-35.25665,147.68486,NA,J352b,WGS84,NA
J352c,Eucalyptus sideroxylon,"Tarcutta, Mates Gully Rd.",2015-11-20T00:00:00Z,-35.25665,147.68486,NA,J352c,WGS84,NA
J352d,Eucalyptus sideroxylon,"Tarcutta, Mates Gully Rd.",2015-11-20T00:00:00Z,-35.25665,147.68486,NA,J352d,WGS84,NA
J352e,Eucalyptus sideroxylon,"Tarcutta, Mates Gully Rd.",2015-11-20T00:00:00Z,-35.25665,147.68486,NA,J352e,WGS84,NA
J352f,Eucalyptus sideroxylon,"Tarcutta, Mates Gully Rd.",2015-11-20T00:00:00Z,-35.25665,147.68486,NA,J352f,WGS84,NA
J352g,Eucalyptus sideroxylon,"Tarcutta, Mates Gully Rd.",2015-11-20T00:00:00Z,-35.25665,147.68486,NA,J352g,WGS84,NA
J352h,Eucalyptus sideroxylon,"Tarcutta, Mates Gully Rd.",2015-11-20T00:00:00Z,-35.25665,147.68486,NA,J352h,WGS84,NA
J352i,Eucalyptus sideroxylon,"Tarcutta, Mates Gully Rd.",2015-11-20T00:00:00Z,-35.25665,147.68486,NA,J352i,WGS84,NA
J355a,Eucalyptus sideroxylon,"Chiltern, Chiltern-Howlong Rd.",2015-11-21T00:00:00Z,-36.09264,146.61917,NA,J355a,WGS84,NA
J355c,Eucalyptus sideroxylon,"Chiltern, Chiltern-Howlong Rd.",2015-11-21T00:00:00Z,-36.09264,146.61917,NA,J355c,WGS84,NA
J355e,Eucalyptus sideroxylon,"Chiltern, Chiltern-Howlong Rd.",2015-11-21T00:00:00Z,-36.09264,146.61917,NA,J355e,WGS84,NA
J355f,Eucalyptus sideroxylon,"Chiltern, Chiltern-Howlong Rd.",2015-11-21T00:00:00Z,-36.09264,146.61917,NA,J355f,WGS84,NA
J355g,Eucalyptus sideroxylon,"Chiltern, Chiltern-Howlong Rd.",2015-11-21T00:00:00Z,-36.09264,146.61917,NA,J355g,WGS84,NA
J359a,Eucalyptus sideroxylon,"Ingalba Nature Reserve, Hwy 94",2015-11-21T00:00:00Z,-34.47594,147.40941,NA,J359a,WGS84,NA
J359b,Eucalyptus sideroxylon,"Ingalba Nature Reserve, Hwy 94",2015-11-21T00:00:00Z,-34.47594,147.40941,NA,J359b,WGS84,NA
J359c,Eucalyptus sideroxylon,"Ingalba Nature Reserve, Hwy 94",2015-11-21T00:00:00Z,-34.47594,147.40941,NA,J359c,WGS84,NA
J359d,Eucalyptus sideroxylon,"Ingalba Nature Reserve, Hwy 94",2015-11-21T00:00:00Z,-34.47594,147.40941,NA,J359d,WGS84,NA
J359e,Eucalyptus sideroxylon,"Ingalba Nature Reserve, Hwy 94",2015-11-21T00:00:00Z,-34.47594,147.40941,NA,J359e,WGS84,NA
J359g,Eucalyptus sideroxylon,"Ingalba Nature Reserve, Hwy 94",2015-11-21T00:00:00Z,-34.47594,147.40941,NA,J359g,WGS84,NA
J359h,Eucalyptus sideroxylon,"Ingalba Nature Reserve, Hwy 94",2015-11-21T00:00:00Z,-34.47594,147.40941,NA,J359h,WGS84,NA
J359i,Eucalyptus sideroxylon,"Ingalba Nature Reserve, Hwy 94",2015-11-21T00:00:00Z,-34.47594,147.40941,NA,J359i,WGS84,NA
J361a,Eucalyptus albens,"Nangar Natl Park, Dripping Rock Rd.",2015-11-22T00:00:00Z,-33.42118,148.51154,NA,J361a,WGS84,NA
J361b,Eucalyptus albens,"Nangar Natl Park, Dripping Rock Rd.",2015-11-22T00:00:00Z,-33.42118,148.51154,NA,J361b,WGS84,NA
J361c,Eucalyptus albens,"Nangar Natl Park, Dripping Rock Rd.",2015-11-22T00:00:00Z,-33.42118,148.51154,NA,J361c,WGS84,NA
J361d,Eucalyptus albens,"Nangar Natl Park, Dripping Rock Rd.",2015-11-22T00:00:00Z,-33.42118,148.51154,NA,J361d,WGS84,NA
J361e,Eucalyptus albens,"Nangar Natl Park, Dripping Rock Rd.",2015-11-22T00:00:00Z,-33.42118,148.51154,NA,J361e,WGS84,NA
J361f,Eucalyptus albens,"Nangar Natl Park, Dripping Rock Rd.",2015-11-22T00:00:00Z,-33.42118,148.51154,NA,J361f,WGS84,NA
J361g,Eucalyptus albens,"Nangar Natl Park, Dripping Rock Rd.",2015-11-22T00:00:00Z,-33.42118,148.51154,NA,J361g,WGS84,NA
